Timestamp,Data Type,Extra,Data
2017-11-29T01:24:53.0911682Z,EEG,,1646.625,228.6523,23.02972,1658.14
2017-11-29T01:24:53.1631742Z,EEG,,1436.068,649.7672,75.6691,1605.501
2017-11-29T01:24:53.1631742Z,EEG,,383.2804,649.7672,128.3085,1605.501
2017-11-29T01:24:53.1631742Z,EEG,,278.0017,439.2097,180.9478,973.8284
2017-11-29T01:24:53.1631742Z,EEG,,278.0017,228.6523,180.9478,236.8772
2017-11-29T01:24:53.1631742Z,EEG,,278.0017,228.6523,233.5872,184.2378
2017-11-29T01:24:53.1641739Z,EEG,,383.2804,649.7672,654.7021,131.5984
2017-11-29T01:24:53.1641739Z,EEG,,278.0017,649.7672,812.6203,184.2378
2017-11-29T01:24:53.1641739Z,EEG,,278.0017,649.7672,865.2596,184.2378
2017-11-29T01:24:53.1641739Z,EEG,,383.2804,1070.882,1391.653,236.8772
2017-11-29T01:24:53.1641739Z,EEG,,1330.789,649.7672,1339.014,1394.943
2017-11-29T01:24:53.1641739Z,EEG,,1541.347,860.3247,1549.572,1605.501
2017-11-29T01:24:53.1641739Z,EEG,,1646.625,1281.44,1654.85,1605.501
2017-11-29T01:24:53.1641739Z,EEG,,1646.625,1281.44,1549.572,1605.501
2017-11-29T01:24:53.1641739Z,EEG,,1541.347,1491.997,1654.85,1447.583
2017-11-29T01:24:53.1641739Z,EEG,,1646.625,1491.997,1654.85,1658.14
2017-11-29T01:24:53.1641739Z,EEG,,1646.625,1491.997,1654.85,1658.14
2017-11-29T01:24:53.2691833Z,EEG,,1644.98,1598.921,1617.016,1582.471
2017-11-29T01:24:53.2691833Z,EEG,,1551.216,1620.306,1664.72,1574.246
2017-11-29T01:24:53.2701825Z,EEG,,1623.596,1577.536,1676.235,1663.075
2017-11-29T01:24:53.2701825Z,EEG,,1659.785,1541.347,1636.755,1663.075
2017-11-29T01:24:53.2701825Z,EEG,,1617.016,1635.11,1643.335,1587.406
2017-11-29T01:24:53.2701825Z,EEG,,1600.566,1636.755,1666.365,1631.821
2017-11-29T01:24:53.2701825Z,EEG,,1656.495,1585.761,1659.785,1669.655
2017-11-29T01:24:53.2701825Z,EEG,,1664.72,1605.501,1641.69,1638.4
2017-11-29T01:24:53.2711822Z,EEG,,1620.306,1654.85,1653.205,1615.371
2017-11-29T01:24:53.2711822Z,EEG,,1630.176,1633.465,1663.075,1654.85
2017-11-29T01:24:53.2711822Z,EEG,,1663.075,1613.726,1653.205,1664.72
2017-11-29T01:24:53.2711822Z,EEG,,1651.56,1643.335,1646.625,1636.755
2017-11-29T01:24:53.2711822Z,EEG,,1633.465,1659.785,1656.495,1640.045
2017-11-29T01:24:53.2721827Z,EEG,,1649.915,1641.69,1658.14,1663.075
2017-11-29T01:24:53.2731832Z,EEG,,1663.075,1610.436,1615.371,1659.785
2017-11-29T01:24:53.2731832Z,EEG,,1524.897,972.1834,924.4789,1518.317
2017-11-29T01:24:53.3371878Z,EEG,,524.7487,129.9534,292.8065,544.4885
2017-11-29T01:24:53.3371878Z,EEG,,103.6338,340.5109,503.364,123.3735
2017-11-29T01:24:53.3381866Z,EEG,,0,1182.741,1135.036,44.41447
2017-11-29T01:24:53.3381866Z,EEG,,0,1182.741,924.4789,18.09478
2017-11-29T01:24:53.3381866Z,EEG,,184.2378,761.6259,503.364,202.3326
2017-11-29T01:24:53.3391879Z,EEG,,52.63937,340.5109,82.24902,44.41447
2017-11-29T01:24:53.3391879Z,EEG,,26.31968,761.6259,713.9214,18.09478
2017-11-29T01:24:53.3391879Z,EEG,,52.63937,1182.741,1135.036,44.41447
2017-11-29T01:24:53.3391879Z,EEG,,105.2787,761.6259,713.9214,97.05384
2017-11-29T01:24:53.3391879Z,EEG,,26.31968,340.5109,503.364,18.09478
2017-11-29T01:24:53.3391879Z,EEG,,26.31968,340.5109,292.8065,18.09478
2017-11-29T01:24:53.3401884Z,EEG,,78.95905,340.5109,292.8065,70.73415
