Timestamp,Data Type,Extra,Data
2017-11-29T03:23:02.7203382Z,EEG,,929.4139,883.3544,868.5496,871.8396
2017-11-29T03:23:02.8573485Z,EEG,,919.544,893.2243,865.2596,878.4195
2017-11-29T03:23:02.8583503Z,EEG,,889.9344,884.9995,863.6147,868.5496
2017-11-29T03:23:02.8583503Z,EEG,,888.2894,883.3544,852.0998,863.6147
2017-11-29T03:23:02.8583503Z,EEG,,888.2894,891.5793,852.0998,850.4548
2017-11-29T03:23:02.8583503Z,EEG,,904.7392,898.1592,850.4548,848.8099
2017-11-29T03:23:02.8583503Z,EEG,,919.544,898.1592,852.0998,858.6797
2017-11-29T03:23:02.8583503Z,EEG,,932.7039,893.2243,861.9697,866.9047
2017-11-29T03:23:02.8583503Z,EEG,,931.0589,891.5793,865.2596,870.1946
2017-11-29T03:23:02.8583503Z,EEG,,927.7689,886.6444,861.9697,875.1295
2017-11-29T03:23:02.8583503Z,EEG,,927.7689,889.9344,857.0347,883.3544
2017-11-29T03:23:02.8583503Z,EEG,,932.7039,889.9344,857.0347,876.7745
2017-11-29T03:23:02.8583503Z,EEG,,932.7039,888.2894,865.2596,888.2894
2017-11-29T03:23:02.8583503Z,EEG,,914.6091,883.3544,868.5496,884.9995
2017-11-29T03:23:02.8583503Z,EEG,,927.7689,888.2894,865.2596,861.9697
2017-11-29T03:23:02.8583503Z,EEG,,924.4789,886.6444,861.9697,861.9697
2017-11-29T03:23:02.8583503Z,EEG,,929.4139,883.3544,866.9047,853.7448
2017-11-29T03:23:02.9953606Z,EEG,,921.189,884.9995,868.5496,861.9697
2017-11-29T03:23:02.9963594Z,EEG,,899.8043,875.1295,871.8396,876.7745
2017-11-29T03:23:02.9973612Z,EEG,,889.9344,873.4846,876.7745,875.1295
2017-11-29T03:23:02.9993613Z,EEG,,893.2243,871.8396,876.7745,870.1946
2017-11-29T03:23:02.9993613Z,EEG,,899.8043,865.2596,873.4846,871.8396
2017-11-29T03:23:03.0013615Z,EEG,,896.5143,858.6797,873.4846,878.4195
2017-11-29T03:23:03.0013615Z,EEG,,903.0942,858.6797,873.4846,881.7095
2017-11-29T03:23:03.0013615Z,EEG,,899.8043,866.9047,878.4195,883.3544
2017-11-29T03:23:03.0013615Z,EEG,,908.0292,866.9047,880.0645,889.9344
2017-11-29T03:23:03.0013615Z,EEG,,916.254,865.2596,881.7095,888.2894
2017-11-29T03:23:03.0023598Z,EEG,,898.1592,863.6147,880.0645,884.9995
2017-11-29T03:23:03.0033607Z,EEG,,917.899,858.6797,875.1295,886.6444
2017-11-29T03:23:03.0033607Z,EEG,,908.0292,860.3247,881.7095,898.1592
2017-11-29T03:23:03.0033607Z,EEG,,906.3842,861.9697,880.0645,901.4492
2017-11-29T03:23:03.0043604Z,EEG,,891.5793,855.3898,878.4195,899.8043
2017-11-29T03:23:03.0043604Z,EEG,,886.6444,863.6147,878.4195,899.8043
